uniprot	swissprot	drug_name	act_value	act_type	action_type	source_name	reference	smiles	ChEMBL_Id
P49190	PTH2R_HUMAN	teriparatide	7.8	IC50	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4448	[H]N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	CHEMBL525610
Q03181	PPARD_HUMAN	tretinoin	7.8	Kd	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2644	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O	CHEMBL38
P28566	5HT1E_HUMAN	asenapine	8.0	Ki	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=22	[H]C12CN(C)CC1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1	CHEMBL1201756
Q8NEC5	CTSR1_HUMAN	progesterone	8.11	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2377	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL103
Q7RTX7	CTSR4_HUMAN	progesterone	8.11	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2377	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL103
Q96P56	CTSR2_HUMAN	progesterone	8.11	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2377	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL103
Q86XQ3	CTSR3_HUMAN	progesterone	8.11	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2377	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL103
P21917	DRD4_HUMAN	lisuride	8.3	Ki	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=43	[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC	CHEMBL157138
P21918	DRD5_HUMAN	lisuride	8.5	Ki	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=43	[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC	CHEMBL157138
P41968	MC3R_HUMAN	afamelanotide	8.9	Ki	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1324	CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	CHEMBL441738
P33032	MC5R_HUMAN	afamelanotide	9.0	IC50	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1324	CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	CHEMBL441738
P05129	KPCG_HUMAN	ingenol mebutate	9.79	Ki	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7443	[H][C@@]12C[C@@]([H])(C)[C@]34C=C(C)[C@]([H])(OC(=O)C(\C)=C/C)[C@@]3(O)[C@]([H])(O)C(CO)=C[C@]([H])(C4=O)[C@]1([H])C2(C)C	CHEMBL1863513
P21917	DRD4_HUMAN	perospirone	10.05	Ki	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7556	[H][C@@]12CCCC[C@]1([H])C(=O)N(CCCCN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O	CHEMBL1472975
P41968	MC3R_HUMAN	corticotropin	7.06	Ki	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1331	[H]N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	CHEMBL1201609
O75311	GLRA3_HUMAN	ivermectin	6.400000095367432	EC50	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2373		CHEMBL1200633
P23416	GLRA2_HUMAN	ivermectin	6.400000095367432	EC50	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2373		CHEMBL1200633
P19099	C11B2_HUMAN	ketoconazole	7.173925399780273	IC50	INHIBITOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/18672868	CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1	CHEMBL295698
Q96NT5	PCFT_HUMAN	pemetrexed	7.03	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL225072	NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1	CHEMBL225072
Q15125	EBP_HUMAN	triparanol	7.96	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL187709	CCN(CC)CCOC1=CC=C(C=C1)C(O)(CC1=CC=C(Cl)C=C1)C1=CC=C(C)C=C1	CHEMBL187709
P21917	DRD4_HUMAN	sertindole	7.96	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12713	FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2	CHEMBL12713
P50406	5HT6R_HUMAN	sertindole	8.3	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12713	FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2	CHEMBL12713
P32246	CCR1_HUMAN	raltegravir	8.3	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL254316	CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1	CHEMBL254316
Q86VL8	S47A2_HUMAN	mitoxantrone	6.28	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL58	OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O	CHEMBL58
Q96FL8	S47A1_HUMAN	mitoxantrone	6.72	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL58	OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O	CHEMBL58
O14976	GAK_HUMAN	gefitinib	8.15	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL939	COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1	CHEMBL939
P08183	MDR1_HUMAN	aripiprazole	6.11	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1112	ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl	CHEMBL1112
P08183	MDR1_HUMAN	verapamil	6.52	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL6966	COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1	CHEMBL6966
P50579	MAP2_HUMAN	fumagillin	9.2	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL32838	[H][C@@]1([C@H](OC)[C@@H](CC[C@]11CO1)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O)[C@@]1(C)O[C@@H]1CC=C(C)C	CHEMBL32838
Q9NYL2	MLTK_HUMAN	sorafenib	8.2	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1336	CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	CHEMBL1336
Q8NE63	HIPK4_HUMAN	sorafenib	8.57	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1336	CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	CHEMBL1336
P34913	HYES_HUMAN	sorafenib	7.92	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1336	CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	CHEMBL1336
Q16832	DDR2_HUMAN	sorafenib	8.18	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1336	CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	CHEMBL1336
Q08345	DDR1_HUMAN	sorafenib	8.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1336	CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	CHEMBL1336
A5X5Y0	5HT3E_HUMAN	cisapride	6.82	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1729	[H]C1(CCN(CCCOC2=CC=C(F)C=C2)CC1([H])OC)NC(=O)C1=C(OC)C=C(N)C(Cl)=C1	CHEMBL1729
O95264	5HT3B_HUMAN	cisapride	6.82	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1729	[H]C1(CCN(CCCOC2=CC=C(F)C=C2)CC1([H])OC)NC(=O)C1=C(OC)C=C(N)C(Cl)=C1	CHEMBL1729
Q70Z44	5HT3D_HUMAN	cisapride	6.82	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1729	[H]C1(CCN(CCCOC2=CC=C(F)C=C2)CC1([H])OC)NC(=O)C1=C(OC)C=C(N)C(Cl)=C1	CHEMBL1729
Q8WXA8	5HT3C_HUMAN	cisapride	6.82	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1729	[H]C1(CCN(CCCOC2=CC=C(F)C=C2)CC1([H])OC)NC(=O)C1=C(OC)C=C(N)C(Cl)=C1	CHEMBL1729
P41146	OPRX_HUMAN	buprenorphine	7.11	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL511142	[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]51CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C)=CC=C3O	CHEMBL511142
Q04759	KPCT_HUMAN	ruboxistaurin	8.6	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL91829	[H][C@@]1(CN(C)C)CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21	CHEMBL91829
Q86V86	PIM3_HUMAN	ruboxistaurin	7.92	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL91829	[H][C@@]1(CN(C)C)CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21	CHEMBL91829
Q02156	KPCE_HUMAN	ruboxistaurin	7.96	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL91829	[H][C@@]1(CN(C)C)CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21	CHEMBL91829
P05771	KPCB_HUMAN	ruboxistaurin	8.33	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL91829	[H][C@@]1(CN(C)C)CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=CC=CC=C21	CHEMBL91829
Q9Y5Y6	ST14_HUMAN	dibrompropamidine	6.27	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL30044	NC(=N)C1=CC(Br)=C(OCCCOC2=C(Br)C=C(C=C2)C(N)=N)C=C1	CHEMBL30044
P80365	DHI2_HUMAN	enoxolone	8.91	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL441687	[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O	CHEMBL441687
P01112	RASH_HUMAN	stallimycin	6.7	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL11252	CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC=O)=CN3C)=CN2C)C=C1C(=O)NCCC(N)=N	CHEMBL11252
O43353	RIPK2_HUMAN	dasatinib	7.51	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q01538	MYT1_HUMAN	dasatinib	7.2	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P54760	EPHB4_HUMAN	dasatinib	9.47	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
O14976	GAK_HUMAN	dasatinib	8.59	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q13163	MP2K5_HUMAN	dasatinib	8.48	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P21709	EPHA1_HUMAN	dasatinib	8.39	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P09769	FGR_HUMAN	dasatinib	9.3	Kd	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P42685	FRK_HUMAN	dasatinib	9.51	Kd	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P29322	EPHA8_HUMAN	dasatinib	9.62	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P29320	EPHA3_HUMAN	dasatinib	10.03	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P41240	CSK_HUMAN	dasatinib	9.0	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q59H18	TNI3K_HUMAN	dasatinib	7.96	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q13882	PTK6_HUMAN	dasatinib	8.11	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P51813	BMX_HUMAN	dasatinib	8.85	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P54756	EPHA5_HUMAN	dasatinib	9.62	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P54764	EPHA4_HUMAN	dasatinib	8.92	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P54762	EPHB1_HUMAN	dasatinib	9.35	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P42684	ABL2_HUMAN	dasatinib	9.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P51451	BLK_HUMAN	dasatinib	9.68	Kd	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
O15197	EPHB6_HUMAN	dasatinib	10.41	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q9H0K1	SIK2_HUMAN	dasatinib	8.19	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q9H3Y6	SRMS_HUMAN	dasatinib	7.89	Kd	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q9Y2K2	SIK3_HUMAN	dasatinib	7.55	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q16832	DDR2_HUMAN	dasatinib	8.52	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q08345	DDR1_HUMAN	dasatinib	9.16	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P29323	EPHB2_HUMAN	dasatinib	9.41	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P42681	TXK_HUMAN	dasatinib	8.68	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P54753	EPHB3_HUMAN	dasatinib	8.16	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P42680	TEC_HUMAN	dasatinib	7.89	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
P57059	SIK1_HUMAN	dasatinib	8.41	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
Q16539	MK14_HUMAN	dasatinib	7.57	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421	CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	CHEMBL1421
O76083	PDE9A_HUMAN	vardenafil	6.34	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1339	CCCC1=NC(C)=C2N1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1	CHEMBL1339
Q9HCR9	PDE11_HUMAN	vardenafil	6.89	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1339	CCCC1=NC(C)=C2N1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1	CHEMBL1339
Q86VL8	S47A2_HUMAN	imatinib	6.46	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1	CHEMBL941
Q96FL8	S47A1_HUMAN	imatinib	7.4	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1	CHEMBL941
P42684	ABL2_HUMAN	imatinib	8.22	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1	CHEMBL941
Q16832	DDR2_HUMAN	imatinib	7.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL941	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1	CHEMBL941
